##################################################;;;;;;;;;;;;;;x
trait101;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait102;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait103;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait104;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait105;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait106;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait107;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait108;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait109;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait110;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait111;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait112;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait113;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait114;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait115;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait116;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait117;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait118;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait119;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait120;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait121;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait122;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait123;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait124;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait125;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait126;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait127;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait128;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait129;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait130;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait131;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait132;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait133;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait134;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait135;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait136;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait137;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait138;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait139;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait140;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait141;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait142;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait143;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait144;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait145;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait146;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait147;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait148;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait149;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait150;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait151;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait152;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait153;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait154;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait155;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait156;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait157;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait158;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait159;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait160;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait161;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait162;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait163;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait164;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait165;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait166;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait167;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait168;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait169;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait170;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait171;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait172;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait173;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait174;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait175;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait176;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait177;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait178;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait179;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait180;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait181;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait182;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait183;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait184;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait185;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait186;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait187;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait188;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait189;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait190;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait191;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait192;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait193;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait194;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait195;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait196;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait197;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait198;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait199;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait200;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait201;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait202;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait203;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait204;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait205;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait206;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait207;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait208;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait209;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait210;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait211;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait212;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait213;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait214;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait215;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait216;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait217;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait218;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait219;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait220;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait221;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait222;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait223;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait224;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait225;§W+2 Att 0 Def;;;;;;;;;;;;;x
trait226;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait227;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait228;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait229;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait230;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait231;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait232;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait233;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait234;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait235;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait236;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait237;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait238;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait239;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait240;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait241;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait242;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait243;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait244;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait245;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait246;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait247;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait248;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait249;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait250;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait251;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait252;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait253;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait254;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait255;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait256;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait257;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait258;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait259;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait260;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait261;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait262;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait263;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait264;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait265;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait266;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait267;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait268;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait269;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait270;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait271;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait272;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait273;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait274;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait275;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait276;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait277;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait278;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait279;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait280;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait281;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait282;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait283;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait284;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait285;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait286;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait287;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait288;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait289;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait290;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait291;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait292;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait293;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait294;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait295;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait296;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait297;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait298;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait299;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait300;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait301;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait302;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait303;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait304;§W+2 Att -1 Def;;;;;;;;;;;;;x
trait305;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait306;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait307;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait308;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait309;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait310;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait311;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait312;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait313;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait314;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait315;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait316;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait317;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait318;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait319;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait320;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait321;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait322;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait323;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait324;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait325;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait326;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait327;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait328;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait329;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait330;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait331;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait332;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait333;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait334;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait335;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait336;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait337;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait338;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait339;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait340;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait341;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait342;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait343;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait344;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait345;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait346;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait347;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait348;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait349;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait350;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait351;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait352;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait353;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait354;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait355;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait356;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait357;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait358;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait359;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait360;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait361;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait362;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait363;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait364;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait365;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait366;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait367;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait368;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait369;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait370;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait371;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait372;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait373;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait374;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait375;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait376;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait377;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait378;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait379;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait380;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait381;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait382;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait383;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait384;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait385;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait386;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait387;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait388;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait389;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait390;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait391;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait392;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait393;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait394;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait395;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait396;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait397;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait398;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait399;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait400;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait401;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait402;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait403;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait404;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait405;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait406;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait407;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait408;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait409;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait410;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait411;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait412;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait413;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait414;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait415;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait416;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait417;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait418;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait419;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait420;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait421;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait422;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait423;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait424;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait425;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait426;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait427;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait428;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait429;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait430;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait431;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait432;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait433;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait434;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait435;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait436;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait437;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait438;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait439;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait440;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait441;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait442;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait443;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait444;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait445;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait446;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait447;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait448;§W+1 Att +1 Def;;;;;;;;;;;;;x
trait449;§W+1 Att +1 Def;;;;;;;;;;;;;x
